epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population,is_last,is_repeated
202051,2020-12-17,270,BA,Juazeiro,2918407,city,7584,3476.31577,41,130,0,0.0171,218162,False,False
202051,2020-12-16,269,BA,Juazeiro,2918407,city,7543,3457.52239,35,130,3,0.0172,218162,False,False
202051,2020-12-15,268,BA,Juazeiro,2918407,city,7508,3441.47927,5,127,1,0.0169,218162,False,False
202051,2020-12-14,267,BA,Juazeiro,2918407,city,7503,3439.18739,9,126,0,0.0168,218162,False,False
202051,2020-12-13,266,BA,Juazeiro,2918407,city,7494,3435.06202,30,126,0,0.0168,218162,False,False
202050,2020-12-12,265,BA,Juazeiro,2918407,city,7464,3421.31077,48,126,0,0.0169,218162,False,False
202050,2020-12-11,264,BA,Juazeiro,2918407,city,7416,3399.30877,44,126,0,0.017,218162,False,False
202050,2020-12-10,263,BA,Juazeiro,2918407,city,7372,3379.14027,43,126,0,0.0171,218162,False,False
202050,2020-12-09,262,BA,Juazeiro,2918407,city,7329,3359.43015,24,126,0,0.0172,218162,False,False
202050,2020-12-08,261,BA,Juazeiro,2918407,city,7305,3348.42915,7,126,0,0.0172,218162,False,False
202050,2020-12-07,260,BA,Juazeiro,2918407,city,7298,3345.22052,0,126,0,0.0173,218162,False,False
202050,2020-12-06,259,BA,Juazeiro,2918407,city,7298,3345.22052,45,126,0,0.0173,218162,False,False
202049,2020-12-05,258,BA,Juazeiro,2918407,city,7253,3324.59365,36,126,0,0.0174,218162,False,False
202049,2020-12-04,257,BA,Juazeiro,2918407,city,7217,3308.09215,35,126,0,0.0175,218162,False,False
202049,2020-12-03,256,BA,Juazeiro,2918407,city,7182,3292.04903,89,126,0,0.0175,218162,False,False
202049,2020-12-02,255,BA,Juazeiro,2918407,city,7093,3251.25366,31,126,0,0.0178,218162,False,False
202049,2020-12-01,254,BA,Juazeiro,2918407,city,7062,3237.04403,21,126,0,0.0178,218162,False,False
202049,2020-11-30,253,BA,Juazeiro,2918407,city,7041,3227.41816,12,126,0,0.0179,218162,False,False
202049,2020-11-29,252,BA,Juazeiro,2918407,city,7029,3221.91766,72,126,0,0.0179,218162,False,False
202048,2020-11-28,251,BA,Juazeiro,2918407,city,6957,3188.91466,52,126,0,0.0181,218162,False,False
202048,2020-11-27,250,BA,Juazeiro,2918407,city,6905,3165.07916,14,126,1,0.0182,218162,False,False
202048,2020-11-26,249,BA,Juazeiro,2918407,city,6891,3158.66191,40,125,0,0.0181,218162,False,False
202048,2020-11-25,248,BA,Juazeiro,2918407,city,6851,3140.32691,34,125,0,0.0182,218162,False,False
202048,2020-11-24,247,BA,Juazeiro,2918407,city,6817,3124.74216,4,125,0,0.0183,218162,False,False
202048,2020-11-23,246,BA,Juazeiro,2918407,city,6813,3122.90866,2,125,0,0.0183,218162,False,False
202048,2020-11-22,245,BA,Juazeiro,2918407,city,6811,3121.99191,25,125,1,0.0184,218162,False,False
202047,2020-11-21,244,BA,Juazeiro,2918407,city,6786,3110.53254,22,124,0,0.0183,218162,False,False
202047,2020-11-20,243,BA,Juazeiro,2918407,city,6764,3100.44829,56,124,0,0.0183,218162,False,False
202047,2020-11-19,242,BA,Juazeiro,2918407,city,6708,3074.77929,96,124,0,0.0185,218162,False,False
202047,2020-11-18,241,BA,Juazeiro,2918407,city,6612,3030.7753,24,124,0,0.0188,218162,False,False
202047,2020-11-17,240,BA,Juazeiro,2918407,city,6588,3019.7743,1,124,0,0.0188,218162,False,False
202047,2020-11-16,239,BA,Juazeiro,2918407,city,6587,3019.31592,0,124,1,0.0188,218162,False,False
202047,2020-11-15,238,BA,Juazeiro,2918407,city,6587,3019.31592,36,123,1,0.0187,218162,False,False
202046,2020-11-14,237,BA,Juazeiro,2918407,city,6551,3002.81442,69,122,0,0.0186,218162,False,False
